word,cohyponyms
bounty,"['premium', 'honorarium', 'guerdon', 'meed', 'payoff', 'satisfaction', 'bountifulness', 'amplitude', 'plentifulness', 'plenitude', 'plenteousness', 'plenty', 'plentitude', 'richness', 'cornucopia', 'profuseness', 'profusion', 'wealth', 'voluptuousness', 'luxuriance', 'lushness', 'overabundance', 'overmuch', 'overmuchness', 'superabundance', 'allowance', 'discount', 'overgrowth', 'verdure', 'greenness', 'verdancy', 'wilderness', 'woolliness', 'excess', 'surplus', 'surplusage', 'nimiety', 'surfeit', 'oversupply', 'glut', 'bellyful', 'reparation', 'royalty', 'bonus', 'incentive', 'overpayment', 'underpayment', 'subscription', 'recompense', 'refund', 'reward', 'bribe', 'residual', 'benefit', 'remission', 'remittance', 'remitment', 'remittal', 'quittance', 'repayment', 'penalty', 'pittance', 'installment', 'deposit', 'credit', 'cash', 'abundance', 'copiousness', 'teemingness', 'dividend', 'pay', 'salary', 'wage', 'earnings', 'remuneration', 'stipend', 'rente', 'annuity', 'pension', 'adjustment', 'compensation', 'rebate', 'palimony', 'alimony', 'maintenance', 'kickback', 'payola', 'soap', 'perk', 'perquisite', 'ssmg', 'redemption', 'retribution', 'requital', 'forfeit', 'forfeiture', 'fine', 'mulct', 'amercement', 'margin', 'found', 'prebend', 'tontine', 'superannuation', 'deduction', 'tare', 'overcompensation', 'reimbursement', 'emolument', 'amends', 'redress', 'indemnification', 'indemnity', 'damages', 'restitution', 'offset', 'counterbalance', 'appanage', 'apanage', 'tip', 'baksheesh', 'bakshis', 'bakshish', 'pourboire', 'gratuity', 'backsheesh', 'rent', 'breakage', 'costs', 'relief', 'atonement', 'expiation']"
emigrant,[]
brook,[]
psychotherapy,"['electroshock', 'ect', 'alienism', 'psychotherapeutics', 'biomedicine', 'aromatherapy', 'chemotherapy', 'correction', 'galvanism', 'electrotherapy', 'insolation', 'heliotherapy', 'hrt', 'immunotherapy', 'iontophoresis', 'iontotherapy', 'emda', 'medication', 'physiatrics', 'physiotherapy', 'phytotherapy', 'irradiation', 'radiation', 'actinotherapy', 'radiotherapy', 'refrigeration', 'thermotherapy', 'chrysotherapy', 'fusion', 'antipyresis', 'administration', 'rehabilitation', 'hypnotherapy', 'analysis', 'psychoanalysis', 'phototherapy', 'curietherapy', 'sedation', 'drugging', 'flooding', 'hypnoanalysis', 'allergology', 'anesthesiology', 'angiology', 'bacteriology', 'cardiology', 'dentistry', 'odontology', 'prosthetics', 'dermatology', 'endocrinology', 'epidemiology', 'gastroenterology', 'gerontology', 'geriatrics', 'gynaecology', 'gynecology', 'hematology', 'haematology', 'hygiene', 'hygienics', 'immunology', 'nephrology', 'neurology', 'neuropsychiatry', 'nosology', 'diagnostics', 'ob', 'midwifery', 'obstetrics', 'tocology', 'oncology', 'ophthalmology', 'otology', 'pharmacology', 'pharmaceutics', 'pharmacy', 'psychiatry', 'psychopathology', 'pediatrics', 'pedology', 'paediatrics', 'podiatry', 'chiropody', 'proctology', 'rheumatology', 'otorhinolaryngology', 'rhinolaryngology', 'otolaryngology', 'therapeutics', 'traumatology', 'urology', 'virology', 'aftercare', 'hospitalization', 'hospitalisation', 'treatment', 'therapy', 'irrigation', 'binding', 'dressing', 'bandaging', 'hospice', 'shot', 'injection', 'bloodletting', 'defibrillation', 'detoxification', 'disinfection', 'digitalization', 'digitalisation', 'anticoagulation', 'allopathy', 'homeopathy', 'homoeopathy', 'aeromedicine', 'endodontics', 'endodontia', 'orthodontics', 'orthodonture', 'orthodontia', 'periodontics', 'periodontia', 'prosthodontia', 'prosthodontics', 'immunochemistry', 'chemoimmunology', 'immunopathology', 'foetology', 'fetology', 'perinatology', 'audiometry', 'audiology', 'pharmacokinetics', 'posology', 'psychopharmacology', 'toxicology', 'neonatology', 'eyedrop', 'douche', 'clyster', 'enema', 'lavage', 'phlebotomy', 'venesection', 'cupping', 'chlorination', 'exodontics', 'exodontia', 'colonic', 'fix']"
logo,"['sharpie', 'logotype']"
shovel,"['bodkin', 'plane', 'hammer', 'pestle', 'pick', 'auger', 'saw', 'awl', 'bevel', 'bill', 'billhook', 'threader', 'starter', 'crank', 'dibble', 'dibber', 'file', 'float', 'graver', 'pointrel', 'pointel', 'gutter', 'marlinespike', 'marlingspike', 'marlinspike', 'opener', 'pallet', 'pincer', 'tweezer', 'pitchfork', 'pliers', 'plyers', 'snake', 'plunger', 'ravehook', 'sandblaster', 'scraper', 'screwdriver', 'spatula', 'spreader', 'square', 'straightedge', 'trowel', 'weeder', 'wrench', 'spanner', 'burnisher', 'pricker', 'bradawl', 'scriber', 'scribe', 'nailfile', 'rasp', 'scauper', 'scorper', 'clawhammer', 'mallet', 'beetle', 'sledgehammer', 'sledge', 'maul', 'plessor', 'plexor', 'percussor', 'latchstring', 'icepick', 'toothpick', 'bullnose', 'jointer', 'spokeshave', 'crimper', 'bucksaw', 'hacksaw', 'handsaw', 'whipsaw', 'scoop', 'slice', 'slick', 'burr', 'die', 'gavel', 'corkscrew', 'backsaw', 'splitsaw', 'ripsaw', 'pitsaw', 'jigsaw', 'abrader', 'abradant', 'bender', 'clincher', 'comb', 'drill', 'eolith', 'fork', 'gang', 'grapple', 'grapnel', 'grappler', 'hack', 'hoe', 'jack', 'neolith', 'paleolith', 'pounder', 'muller', 'plough', 'plow', 'puncher', 'punch', 'rake', 'ram', 'rounder', 'strickle', 'style', 'stylus', 'tamper', 'tamp', 'tap', 'upset', 'swage', 'hone', 'heckle', 'hatchel', 'bit', 'blade', 'cutlery', 'cutter', 'wimble', 'gimlet', 'borer', 'reamer', 'trepan', 'hayfork', 'edger', 'mower', 'crampoon', 'crampon', 'scuffle', 'jackscrew', 'ard', 'buffer', 'polisher', 'smoother', 'sander', 'planer', 'router', 'stamper', 'rammer', 'stemmer', 'bur', 'counterbore', 'countersink', 'razorblade', 'middlebreaker', 'lister', 'sokha', 'jackhammer', 'triphammer', 'bandsaw', 'chainsaw', 'gangsaw', 'fretsaw', 'sawmill', 'stamp', 'lopper', 'pruner', 'adze', 'adz', 'ax', 'axe', 'chisel', 'gouge', 'hob', 'knife', 'pickaxe', 'pickax', 'razor', 'scissors', 'scythe', 'shear', 'sickle']"
craftsman,[]
ointment,"['lotion', 'acoustic', 'counterpoison', 'antidote', 'emetic', 'vomitive', 'vomit', 'nauseant', 'lenitive', 'application', 'unguent', 'salve', 'unction', 'balm', 'alleviator', 'alleviant', 'palliative', 'panacea', 'catholicon', 'nostrum', 'prophylactic', 'preventative', 'preventive', 'atropine', 'ipecac', 'blackwash', 'collyrium', 'eyewash', 'liniment', 'embrocation', 'menthol', 'arnica', 'balsam', 'cerate', 'chrisom', 'chrism', 'elixir', 'belladonna', 'bronzer', 'antiperspirant', 'cosmetic', 'cream', 'emollient', 'deodorant', 'deodourant', 'hairdressing', 'mousse', 'essence', 'perfume', 'powder', 'gel', 'toothbrush', 'depilatory', 'depilator', 'epilator', 'highlighter', 'makeup', 'pencil', 'coldcream', 'lanolin', 'nard', 'spikenard', 'sunblock', 'sunscreen', 'pomade', 'pomatum', 'toner', 'cologne', 'pachouli', 'patchouli', 'patchouly', 'perfumery', 'potpourri', 'chrysarobin', 'araroba', 'blackface', 'eyeliner', 'eyeshadow', 'greasepaint', 'kohl', 'lipstick', 'mascara', 'blusher', 'paint', 'rouge', 'brilliantine', 'talcum']"
cricket,"['hockey', 'football', 'hurling', 'ballgame', 'lacrosse', 'polo', 'pushball', 'shinney', 'shinny', 'rugby', 'rugger', 'soccer', 'ball', 'baseball', 'hardball', 'softball', 'rounders', 'stickball', 'steal', 'gallfly', 'louse', 'hopper', 'grasshopper', 'bug', 'golf', 'croquet', 'paintball', 'quoits', 'horseshoes', 'shovelboard', 'shuffleboard', 'acridid', 'tettigoniid', 'firefly', 'deathwatch', 'gnat', 'round', 'locust', 'katydid', 'horsefly', 'blackfly', 'armyworm', 'emperor', 'tortrix', 'ephemeron', 'ephemeral', 'holometabola', 'metabola', 'defoliator', 'pollinator', 'mecopteran', 'springtail', 'collembolan', 'telsontail', 'proturan', 'beetle', 'flea', 'dipteran', 'dipteron', 'hymenopteron', 'hymenopter', 'hymenopteran', 'worker', 'termite', 'orthopteron', 'orthopteran', 'phasmid', 'hemipteran', 'hemipteron', 'homopteran', 'ephemeropteran', 'ephemerid', 'plecopteran', 'stonefly', 'neuropteran', 'neuropteron', 'odonate', 'trichopteron', 'trichopteran', 'thysanuron', 'thysanopteron', 'thysanopter', 'earwig', 'lepidopteron', 'lepidopteran', 'pupa', 'imago', 'queen', 'ladybeetle', 'ladybug', 'ladybird', 'longicorn', 'chrysomelid', 'clerid', 'elater', 'elaterid', 'weevil', 'meloid', 'cootie', 'crab', 'chigoe', 'chigger', 'sticktight', 'fly', 'hippoboscid', 'mosquito', 'sciarid', 'sciara', 'bee', 'wasp', 'mutillidae', 'chalcid', 'chalcidfly', 'sawfly', 'ant', 'pismire', 'emmet', 'soldier', 'walkingstick', 'roach', 'cockroach', 'mantid', 'mantis', 'lygaeid', 'coreid', 'bedbug', 'chinch', 'backswimmer', 'reduviid', 'firebug', 'whitefly', 'cicala', 'cicada', 'spittlebug', 'leafhopper', 'planthopper', 'psocid', 'booklouse', 'plectophera', 'dayfly', 'mayfly', 'shadfly', 'antlion', 'lacewing', 'dobson', 'dobsonfly', 'alderfly', 'snakefly', 'mantispid', 'spongillafly', 'spongefly', 'dragonfly', 'damselfly', 'bristletail', 'silverfish', 'machilid', 'thrip', 'thripid', 'thrips', 'butterfly', 'moth', 'chrysalis', 'vedalia', 'calosoma', 'glowworm', 'sawyer', 'scarabaean', 'scarabaeid', 'skipjack', 'tenebrionid', 'housefly', 'glossina', 'tzetze', 'tsetse', 'blowfly', 'gadfly', 'medfly', 'drosophila', 'anopheline', 'punkie', 'punkey', 'punky', 'midge', 'psychodid', 'sandfly', 'drone', 'honeybee', 'humblebee', 'bumblebee', 'andrenid', 'andrena', 'vespid', 'sphecoid', 'diapheromera', 'blackbeetle', 'crotonbug', 'capsid', 'mirid', 'conenose', 'mealybug', 'aphid', 'adelgid', 'psyllid', 'psylla', 'froghopper', 'jassid', 'treehopper', 'chrysopid', 'hemerobiid', 'firebrat', 'nymphalid', 'ringlet', 'danaid', 'pierid', 'lycaenid', 'miller', 'tortricid', 'lymantriid', 'geometrid', 'pyralid', 'tineoid', 'gelechiid', 'noctuid', 'hawkmoth', 'sphingid', 'bombycid', 'saturniid', 'arctiid', 'lasiocampid', 'searcher', 'bluebottle', 'greenbottle', 'botfly', 'clegg', 'cleg', 'hornet', 'superbug', 'cochineal', 'greenfly', 'goldeneye', 'tortoiseshell', 'admiral', 'viceroy', 'anglewing', 'comma', 'fritillary', 'peacock', 'monarch', 'blue', 'copper', 'hairstreak', 'browntail', 'tineid', 'gracilariid', 'splitworm', 'underwing', 'cecropia', 'tusser', 'tussore', 'tusseh', 'tussah', 'tussur', 'cinnabar', 'egger', 'eggar', 'lappet']"
parameter,"['fundamental', 'rf', 'factor', 'argument', 'ghrf', 'quantum', 'term', 'operand', 'variable', 'invariable', 'constant', 'product', 'sum', 'total', 'amount', 'proportional', 'binomial', 'antecedent', 'etiology', 'aetiology', 'producer', 'mutagenesis', 'zero', 'value', 'vote', 'correlative', 'correlate', 'infinitesimal', 'variant', 'variate', 'scalar', 'tensor', 'vector', 'factorial', 'multiple', 'subtotal', 'eigenvalue', 'resultant', 'double', 'triple', 'quadruple', 'lcm', 'average']"
final,"['cockfight', 'diving', 'quarterfinal', 'semi', 'semifinal', 'comp', 'comprehensive', 'midterm', 'oral', 'viva', 'prelim', 'quiz', 'tripos', 'prizefight', 'discus', 'javelin']"
netball,"['singles', 'doubles', 'handball', 'racquetball', 'fives', 'squash', 'volleyball', 'pelota', 'badminton', 'basketball', 'hoops', 'tennis', 'pallone', 'hockey', 'battledore', 'tetherball', 'golf', 'croquet', 'paintball', 'quoits', 'horseshoes', 'shovelboard', 'shuffleboard', 'round', 'football', 'hurling', 'ballgame', 'cricket', 'lacrosse', 'polo', 'pushball', 'shinney', 'shinny', 'rugby', 'rugger', 'soccer', 'ball', 'baseball']"
casket,"['tank', 'flat', 'bag', 'bowl', 'tin', 'case', 'pix', 'pyx', 'carriage', 'bandbox', 'carton', 'chest', 'coffin', 'crate', 'hod', 'mailbox', 'matchbox', 'paintbox', 'playbox', 'pyxis', 'shoebox', 'snuffbox', 'strongbox', 'deedbox', 'tinderbox', 'purse', 'pocketbook', 'envelope', 'trough', 'pot', 'sixpack', 'ark', 'caisson', 'coffer', 'toolbox', 'bier', 'sarcophagus', 'soapbox', 'till', 'cashbox', 'safe', 'lockbox', 'mailbag', 'pannier', 'skep', 'cannikin', 'beaker', 'goblet', 'pack', 'tub', 'boiler', 'bottle', 'bike', 'car', 'cart', 'scooter', 'velocipede', 'wagon', 'register', 'inkstand', 'stoup', 'fishbowl', 'urn', 'cistern', 'coach', 'truck', 'chariot', 'tram', 'tramcar', 'handbag', 'basket', 'handbasket', 'bin', 'box', 'breadbox', 'bunker', 'can', 'cannister', 'canister', 'capsule', 'showcase', 'vitrine', 'cassette', 'cup', 'cylinder', 'dish', 'dispenser', 'drawer', 'dumpster', 'empty', 'glass', 'mailer', 'manger', 'measure', 'mold', 'mould', 'cast', 'parcel', 'package', 'pan', 'pod', 'flowerpot', 'receptacle', 'reliquary', 'saltcellar', 'bank', 'scuttle', 'shaker', 'spoon', 'thimble', 'vessel', 'wastebasket', 'workbasket', 'workbag', 'workbox', 'backpack', 'haversack', 'knapsack', 'rucksack', 'packsack', 'beanbag', 'bladder', 'holdall', 'carryall', 'tote', 'gasbag', 'gamebag', 'gunnysack', 'postbag', 'nosebag', 'feedbag', 'pouch', 'ragbag', 'sachet', 'poke', 'sack', 'saddlebag', 'sandbag', 'schoolbag', 'sickbag', 'skin', 'tuckerbag', 'clutch', 'etui', 'reticule', 'breadbasket', 'creel', 'frail', 'hamper', 'punnet', 'wastebin', 'dustbin', 'ashbin', 'ashcan', 'coalhole', 'coalbin', 'crib', 'litterbin', 'caddy', 'oilcan', 'paintball', 'luggage', 'baggage', 'briefcase', 'cardcase', 'compact', 'kit', 'locket', 'pillbox', 'portfolio', 'quiver', 'shoe', 'sleeve', 'notecase', 'billfold', 'wallet', 'audiocassette', 'videocassette', 'chalice', 'kylix', 'cylix', 'scyphus', 'teacup', 'casserole', 'coquille', 'sauceboat', 'boat', 'ramequin', 'ramekin', 'aerosol', 'nebuliser', 'nebulizer', 'spray', 'sprayer', 'atomiser', 'atomizer', 'inhalator', 'inhaler', 'bumper', 'rummer', 'schooner', 'seidel', 'jigger', 'pony', 'snifter', 'tumbler', 'wineglass', 'airmailer', 'bunk', 'form', 'matrix', 'pig', 'sandbox', 'bundle', 'sheaf', 'packet', 'dishpan', 'pannikin', 'planter', 'ashtray', 'hive', 'beehive', 'catchall', 'potty', 'chamberpot', 'dustpan', 'garbage', 'hopper', 'ossuary', 'plate', 'socket', 'cuspidor', 'spittoon', 'tidy', 'tray', 'caster', 'castor', 'saltshaker', 'soupspoon', 'tablespoon', 'teaspoon', 'steriliser', 'sterilizer', 'autoclave', 'cask', 'barrel', 'basin', 'bath', 'bathtub', 'bedpan', 'cupel', 'bucket', 'pail', 'censer', 'thurible', 'churn', 'crucible', 'drum', 'eyebath', 'eyecup', 'flagon', 'jar', 'ladle', 'ostensorium', 'monstrance', 'mortar', 'muller', 'pitcher', 'ewer', 'poacher', 'retort', 'steeper', 'vat', 'urceole', 'well', 'washpot', 'stroller', 'pusher', 'pushchair', 'perambulator', 'pram', 'wheel', 'bicycle', 'cycle', 'boneshaker', 'railcar', 'pushcart', 'handcart', 'skateboard', 'trailer', 'tricycle', 'trike', 'monocycle', 'unicycle', 'waggon', 'kitbag', 'duffel', 'duffle', 'moneybag', 'seabag', 'pocket', 'sporran', 'waterskin', 'wineskin', 'voider', 'corncrib', 'grip', 'suitcase', 'hatbox', 'imperial', 'satchel', 'trunk', 'attache', 'grail', 'sangraal', 'demitasse', 'porringer', 'cocotte', 'argyle', 'argyll', 'tureen', 'airbrush', 'flute', 'bale', 'faggot', 'fagot', 'swag', 'deck', 'cheeseboard', 'icetray', 'salver', 'turntable', 'cradle', 'rocker', 'digester', 'butt', 'hogshead', 'keg', 'shook', 'tun', 'aspersorium', 'baptistery', 'baptistry', 'font', 'bidet', 'birdbath', 'laver', 'stoop', 'washbowl', 'washbasin', 'handbasin', 'lavabo', 'footbath', 'carafe', 'decanter', 'carboy', 'cruet', 'crewet', 'demijohn', 'flask', 'calabash', 'gourd', 'inkpot', 'jug', 'vial', 'ampul', 'ampoule', 'ampule', 'phial', 'jorum', 'mazer', 'kibble', 'mug', 'tankard', 'amphora', 'crock', 'cruse', 'jampot', 'jamjar', 'vase', 'dipper', 'scoop', 'creamer', 'caldron', 'cauldron', 'coffeepot', 'dixie', 'kettle', 'marmite', 'pottle', 'saucepot', 'stockpot', 'teapot', 'alembic', 'aquarium', 'gasometer', 'reservoir', 'washtub', 'inkwell', 'bassinet', 'tandem', 'ordinary', 'caboose', 'handcar', 'tender', 'van', 'applecart', 'wheelbarrow', 'barrow', 'forecarriage', 'rig', 'equipage', 'limber', 'sulky', 'carrier', 'forklift', 'locomotive', 'engine', 'r.v.', 'rv', 'streetcar', 'trolley', 'tractor', 'pedicab', 'bandwagon', 'conestoga', 'lorry', 'milkwagon', 'wain', 'carpetbag', 'gripsack', 'overnighter', 'portmanteau', 'gladstone', 'weekender', 'footlocker', 'locker', 'dime', 'firkin', 'ampulla', 'canteen', 'hipflask', 'greybeard', 'bellarmine', 'longbeard', 'lota', 'bota', 'jeroboam', 'magnum', 'nebuchadnezzar', 'clamshell', 'grapple', 'stein', 'toby', 'percolator', 'teakettle', 'samovar', 'marineland', 'sump', 'boxcar', 'flatbed', 'flatcar', 'gondola', 'diner', 'nonsmoker', 'pullman', 'sleeper', 'smoker', 'teacart', 'barouche', 'brougham', 'buckboard', 'buggy', 'roadster', 'cabriolet', 'cab', 'caroche', 'chaise', 'shay', 'clarence', 'drosky', 'droshky', 'gharry', 'gig', 'hackney', 'hansom', 'landau', 'stanhope', 'surrey', 'trap', 'troika', 'apc', 'dinky', 'dinkey', 'shunter', 'amphibian', 'bloodmobile', 'automobile', 'motorcar', 'machine', 'auto', 'doodlebug', '4wd', 'golfcart', 'hearse', 'motorcycle', 'snowplow', 'snowplough', 'motortruck', 'camper', 'horsecar', 'cat', 'caterpillar', 'snowmobile', 'delimber', 'bulldozer', 'dozer', 'skidder', 'dogcart', 'dumpcart', 'rickshaw', 'jinrikisha', 'ricksha', 'oxcart', 'ponycart']"
musket,"['hackbut', 'hagbut', 'harquebus', 'arquebus', 'firelock', 'flintlock', 'blunderbuss', 'culverin', 'fusil', 'matchlock', 'automatic', 'semiautomatic', 'garand', 'luger', 'autoloader', 'handgun', 'pistol', 'repeater', 'rifle', 'shotgun', 'scattergun', 'smoothbore', '.22', 'derringer', 'gat', 'rod', 'peacekeeper', 'revolver', 'mauser', 'carbine', 'winchester', 'colt', 'dragunov', 'peacemaker', 'spandau']"
snail,"['abalone', 'conch', 'slug', 'seasnail', 'nudibranch', 'physa', 'cowrie', 'cowry', 'solenogaster', 'aplacophoran', 'ormer', 'neritid', 'whelk', 'triton', 'moonshell', 'periwinkle', 'winkle', 'limpet', 'nautilus', 'nerita', 'neritina', 'scaphopod', 'univalve', 'gastropod', 'chiton', 'polyplacophore', 'bivalve', 'lamellibranch', 'pelecypod', 'cephalopod', 'clam', 'cockle', 'oyster', 'mussel', 'scollop', 'scallop', 'escallop', 'piddock', 'dibranchiate', 'dibranch', 'octopod', 'decapod', 'steamer', 'quahog', 'quahaug', 'geoduck', 'shipworm', 'teredinid', 'bluepoint', 'capiz', 'mytilid', 'octopus', 'devilfish', 'argonaut', 'squid', 'cuttlefish', 'cuttle', 'spirula', 'littleneck', 'cherrystone', 'teredo', 'loligo', 'ommastrephes', 'architeuthis']"
poet,[]
supercomputer,"['bbs', 'mainframe', 'minicomputer', 'multiprocessor', 'microcomputer', 'pc', 'workstation', 'laptop', 'notebook', 'planner']"
sprinter,"['marathoner', 'miler', 'lewis', 'bannister', 'walker']"
mango,"['mammee', 'medlar', 'crabapple', 'guava', 'pawpaw', 'quince', 'plum', 'cherry', 'peach', 'pear', 'apple', 'capulin', 'currant', 'sloe', 'oxheart', 'amarelle', 'morello', 'sultana', 'avocado', 'durian', 'jaboticaba', 'pomegranate', 'mangosteen', 'mamey', 'papaya', 'mulberry', 'breadfruit', 'jackfruit', 'marang', 'icaco', 'loquat', 'plumcot', 'apricot', 'nectarine', 'carambola', 'citrus', 'akee', 'longanberry', 'litchi', 'lichee', 'genip', 'rambotan', 'rambutan', 'pulassan', 'pulasan', 'mombin', 'persimmon', 'sapodilla', 'canistel', 'tangelo', 'papaw', 'cherimoya', 'ilama', 'soursop', 'sweetsop', 'orange', 'pomelo', 'shaddock', 'citron', 'grapefruit', 'mandarin', 'lemon', 'lime', 'citrange', 'kumquat', 'tangerine', 'clementine', 'satsuma', 'berry', 'elderberry', 'jujube', 'quandong', 'olive', 'almond', 'blackberry', 'raspberry', 'damson', 'greengage', 'bosc', 'anjou', 'bartlett', 'seckel', 'baldwin', 'cortland', 'delicious', 'empire', 'jonathan', 'mcintosh', 'pearmain', 'pippin', 'prima', 'stayman', 'winesap', 'ligol', 'freestone', 'cling', 'clingstone', 'windfall', 'lanseh', 'lansa', 'lansat', 'lanset', 'monstera', 'ceriman', 'ugli', 'pitahaya', 'fig', 'pineapple', 'ananas', 'banana', 'jack', 'jak', 'eggfruit', 'melon', 'grape', 'kitembilla', 'ketembilla', 'kitambilla', 'ackee', 'feijoa', 'genipap', 'kiwi', 'sapota', 'sapote', 'tamarind', 'tamarindo', 'aguacate', 'date', 'leechee', 'lichi', 'lychee', 'litchee', 'garambulla', 'quandang', 'quantong', 'sorb', 'korlan', 'kiwano', 'langsat', 'marasca', 'chokecherry', 'whortleberry', 'bilberry', 'huckleberry', 'blueberry', 'teaberry', 'checkerberry', 'spiceberry', 'boxberry', 'wintergreen', 'cowberry', 'lingonberry', 'boysenberry', 'dewberry', 'loganberry', 'serviceberry', 'juneberry', 'saskatoon', 'shadberry', 'strawberry', 'sugarberry', 'hackberry', 'acerola', 'calamondin', 'prune', 'raisin', 'granadilla', 'muskmelon', 'watermelon', 'muscadine', 'cherimolla', 'guanabana', 'annon', 'gooseberry', 'cantaloup', 'cantaloupe', 'scuppernong', 'emperor', 'muscat', 'muscatel', 'ribier', 'tokay', 'durion', 'pitanga', 'jambosa', 'papaia', 'genipa', 'bilimbi', 'dika', 'longan', 'lungen', 'mamoncillo', 'ginep', 'jocote', 'caimito', 'titi', 'buckeye', 'candlenut', 'bullace', 'myrobalan', 'mei', 'jagua', 'pummelo', 'lemanderin', 'rangpur', 'cumquat', 'kaki', 'possumwood', 'hazelnut', 'walnut', 'pecan', 'cashew', 'pistachio', 'peanut', 'islay', 'gean', 'mazzard', 'fuji', 'bigarade', 'bergamot', 'tangor', 'marumi', 'nagami', 'cobnut', 'filbert', 'butternut', 'algarroba', 'macoun', 'honeydew', 'casaba', 'blackheart', 'catawba', 'laurel', 'magnolia', 'manglietia', 'bocconia', 'baobab', 'kapok', 'balsa', 'sterculia', 'booyong', 'cacao', 'sourwood', 'ironwood', 'myrtle', 'mangrove', 'dillenia', 'trumpetwood', 'imbauba', 'flamboyant', 'redbud', 'ailanthus', 'poplar', 'maple', 'holly', 'terebinth', 'satinleaf', 'caimitillo', 'princewood', 'salmwood', 'cypre', 'tung', 'dogwood', 'cornel', 'achene', 'gourd', 'acorn', 'rosehip', 'hip', 'hagberry', 'rowanberry', 'ear', 'spike', 'capitulum', 'fruitlet', 'seed', 'syncarp', 'drupe', 'pome', 'seedpod', 'pod', 'pyxidium', 'pyxis', 'pseudocarp', 'cubeb', 'schizocarp', 'bay', 'cinnamon', 'cassia', 'sassafras', 'pepperwood', 'elkwood', 'kalumpang', 'rowan', 'tacamahac', 'hackmatack', 'abele', 'cottonwood', 'aspen', 'moosewood', 'sycamore', 'bearberry', 'winterberry', 'inkberry', 'gallberry', 'mate', 'redbrush', 'pedwood', 'crackerberry', 'bunchberry', 'kola', 'macadamia', 'hazel', 'hickory', 'nutmeg', 'allspice', 'clove', 'key', 'samara', 'calabash', 'mealie', 'coffee', 'pip', 'oilseed', 'grain', 'caryopsis', 'conker', 'bean', 'nut', 'baneberry', 'bacca', 'syconium', 'drupelet', 'legume', 'okra', 'cowage', 'loment', 'pignut', 'bitternut', 'shellbark', 'shagbark', 'mockernut', 'cumin', 'cottonseed', 'rapeseed', 'linseed', 'flaxseed', 'amaranth', 'barleycorn', 'kernel', 'rye', 'algarrobilla', 'algarobilla', 'carob', 'soy', 'soybean', 'horsebean', 'moong', 'monggo', 'munggo', 'mung', 'mast', 'nutlet', 'acinus', 'chickpea', 'garbanzo', 'lentil', 'pea', 'cowpea', 'corn', 'earthnut', 'groundnut', 'goober', 'beechnut', 'brazil', 'chestnut', 'chinquapin', 'chincapin', 'chinkapin', 'cob', 'coconut', 'cocoanut', 'pignolia', 'pyrene']"
condominium,"['lodge', 'villa', 'camp', 'residence', 'manse', 'palace', 'duplex', 'maisonnette', 'maisonette', 'hall', 'flophouse', 'dosshouse', 'ward', 'condo', 'hearth', 'fireside', 'hermitage', 'homestead', 'house', 'messuage', 'yurt', 'dugout', 'pithouse', 'boardinghouse', 'bungalow', 'cottage', 'cabin', 'chalet', 'chapterhouse', 'dollhouse', 'farmhouse', 'gatehouse', 'guesthouse', 'hacienda', 'mansion', 'saltbox', 'soddy', 'hogan', 'tepee', 'tipi', 'teepee', 'wickiup', 'wikiup', 'wigwam', 'chateau', 'dacha', 'manor', 'castle', 'mcmansion', 'court', 'deanery', 'rectory', 'parsonage', 'vicarage', 'cloister', 'vatican', 'brownstone', 'apartment', 'flat', 'billet', 'block', 'home', 'dwelling', 'habitation', 'domicile', 'abode', 'hospice', 'hostel', 'quarters', 'quartering', 'rattrap', 'shelter', 'bedsitter', 'bedsit', 'flatlet', 'penthouse', 'studio', 'suite', 'rooms', 'cellblock', 'accommodation', 'pad', 'diggings', 'lodgings', 'digs', 'domiciliation', 'dorm', 'dormitory', 'forecastle', ""fo'c'sle"", 'seraglio', 'hareem', 'serail', 'harem', 'detox', 'stabling', 'steerage', 'barrack', 'encampment', 'cantonment', 'bivouac', 'wardroom', 'casern', 'hutment', 'laager', 'lager', 'alcazar', 'alhambra', 'tuileries', 'versailles', 'convent', 'monastery', 'priory']"
highway,"['drive', 'street', 'bypath', 'byway', 'byroad', 'causeway', 'clearway', 'corduroy', 'detour', 'parkway', 'driveway', 'line', 'roadway', 'shortcut', 'cutoff', 'crosscut', 'speedway', 'thoroughfare', 'track', 'cartroad', 'turnoff', 'ringway', 'beltway', 'bypass', 'thruway', 'freeway', 'expressway', 'superhighway', 'motorway', 'throughway', 'pike', 'highroad', 'interstate', 'spur', 'carriageway', 'artery', 'impasse', 'portage', 'trail', 'autobahn', 'autostrada', 'turnpike', 'alleyway', 'alley', 'boulevard', 'avenue', 'mews', 'rue', 'whitehall', 'strand', 'bowery', 'broadway', 'piste']"
